Rk,Att,Live-Pass,Dead-Pass,FK-Pass,TB-Pass,Sw-Pass,Crs-Pass,TI-Pass,CK-Pass,In-Corn,Out-Corn,Str-Corn,Cmp-Outc,Off-Outc,Blocks-Outc
423,455,234,220,52,0,0,0,0,0,0,0,0,269,1,0
424,96,94,2,1,0,0,1,0,0,0,0,0,66,0,3
425,295,275,17,16,0,13,0,1,0,0,0,0,216,3,1
426,1271,1059,207,20,1,4,53,177,10,0,9,0,958,5,25
427,21,16,5,0,0,0,0,5,0,0,0,0,12,0,1
428,82,68,14,0,0,0,3,14,0,0,0,0,64,0,4
429,1167,1110,53,42,0,8,2,8,0,0,0,0,951,4,6
430,45,42,3,0,0,0,4,3,0,0,0,0,41,0,0
431,633,587,45,33,0,5,0,12,0,0,0,0,528,1,5
432,1820,1775,40,35,0,21,1,5,0,0,0,0,1668,5,4
433,1823,1608,209,49,7,30,196,7,147,46,86,2,1480,6,23
434,931,668,253,63,1,8,109,145,41,19,20,1,629,10,29
435,618,577,38,10,2,5,62,4,24,0,19,0,484,3,6
436,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
437,280,276,3,0,0,0,2,0,0,0,0,0,167,1,6
438,1502,1397,102,19,1,11,33,77,0,0,0,0,1233,3,38
439,13,12,1,0,0,0,0,0,0,0,0,0,9,0,1
440,50,50,0,0,0,0,0,0,0,0,0,0,41,0,1
441,847,829,17,15,6,6,3,1,0,0,0,0,760,1,10
442,74,69,5,3,0,1,0,2,0,0,0,0,67,0,0
443,890,728,160,6,1,2,66,153,1,0,1,0,690,2,31
444,880,791,87,48,3,17,56,4,35,13,14,1,715,2,16
445,10,9,1,0,0,0,0,1,0,0,0,0,9,0,0
446,1436,1367,65,29,1,9,7,35,0,0,0,0,1223,4,11
447,1878,1798,73,48,22,30,67,16,9,4,4,0,1551,7,38
448,70,62,8,1,1,0,8,7,0,0,0,0,46,0,5
449,3365,3019,338,55,21,41,124,282,1,1,0,0,2809,8,59
450,488,371,117,9,0,1,45,90,18,11,7,0,348,0,13
451,1948,1679,254,78,11,51,343,62,114,22,67,0,1296,15,60
452,774,726,46,10,5,3,87,17,17,10,4,0,449,2,41
453,131,122,8,0,1,3,6,4,0,0,0,0,89,1,6
454,157,148,9,5,4,1,3,3,0,0,0,0,130,0,3
455,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
456,563,501,60,8,0,8,17,43,7,5,1,0,456,2,14
457,49,46,3,1,0,0,0,1,1,0,0,0,40,0,1
458,1330,1287,37,33,7,12,5,4,0,0,0,0,1167,6,12
459,1283,1155,116,19,12,7,108,12,72,32,17,0,960,12,35
460,587,536,51,1,0,7,12,0,1,1,0,0,442,0,13
461,36,33,3,0,2,0,0,0,0,0,0,0,28,0,0
462,1548,1511,30,14,6,8,20,6,9,4,3,0,1313,7,30
463,1078,1020,52,39,1,7,25,12,0,0,0,0,809,6,19
464,735,585,149,19,2,6,49,125,5,1,4,0,540,1,19
465,725,454,269,70,0,3,0,1,0,0,0,0,496,2,0
466,324,295,27,3,0,3,21,7,0,0,0,0,209,2,10
467,777,605,171,5,0,3,68,166,0,0,0,0,584,1,31
468,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
469,2195,2131,57,53,3,38,3,4,0,0,0,0,1916,7,7
470,13,8,5,1,0,0,0,4,0,0,0,0,7,0,0
471,1253,1038,204,60,8,10,133,87,56,27,15,0,947,11,29
472,302,277,21,0,0,0,1,2,0,0,0,0,208,4,5
473,1193,1031,159,16,3,10,40,143,0,0,0,0,1020,3,16
474,1321,1292,25,24,8,12,4,1,0,0,0,0,1157,4,18
475,1195,1111,80,51,1,2,15,29,0,0,0,0,957,4,15
476,1989,1929,53,45,9,38,17,3,0,0,0,0,1695,7,19
477,1627,1286,336,30,2,12,98,305,1,0,0,0,1113,5,49
478,486,296,188,52,0,1,0,0,0,0,0,0,324,2,0
479,434,402,30,20,0,10,19,0,10,6,4,0,351,2,12
480,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
481,1330,1132,195,10,0,1,40,185,0,0,0,0,1077,3,21
482,1079,817,260,56,0,4,0,0,0,0,0,0,843,2,2
483,1208,1147,61,28,1,7,8,33,0,0,0,0,1036,0,5
484,65,61,4,0,0,1,8,2,2,2,0,0,54,0,2
485,169,136,31,13,2,2,21,0,11,5,6,0,112,2,7
486,610,515,95,6,1,1,14,89,0,0,0,0,509,0,11
487,539,499,37,16,4,11,40,6,13,1,10,0,404,3,20
488,1401,1294,103,51,6,10,66,1,51,19,27,0,1201,4,11
489,1723,1620,96,94,2,36,2,2,0,0,0,0,1393,7,18
490,953,896,55,11,0,13,4,44,0,0,0,0,767,2,5
491,233,224,9,2,0,5,2,1,0,0,0,0,176,0,3
492,262,257,5,4,2,4,1,1,0,0,0,0,240,0,2
493,1720,1614,105,59,0,1,12,44,0,0,0,0,1414,1,29
494,1216,1157,55,37,2,8,5,18,0,0,0,0,954,4,13
495,26,23,3,0,0,0,0,1,1,0,0,0,11,0,6
496,1755,1453,291,22,3,22,66,269,0,0,0,0,1390,11,34
497,769,633,135,8,0,4,48,127,0,0,0,0,591,1,17
498,802,763,34,28,0,8,7,6,0,0,0,0,671,5,9
499,763,714,45,8,0,0,78,8,29,13,12,1,560,4,31
500,,,,,,,0,,,,,,,,
501,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
502,258,230,25,18,0,4,1,7,0,0,0,0,206,3,0
503,158,149,9,7,0,1,0,1,0,0,0,0,124,0,0
504,6,6,0,0,0,1,0,0,0,0,0,0,6,0,0
505,43,36,7,1,0,0,5,5,1,1,0,0,26,0,3
506,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
507,6,5,1,0,0,0,0,1,0,0,0,0,2,0,0
508,1283,1246,36,27,3,3,4,9,0,0,0,0,1158,1,7
509,97,81,15,4,0,0,3,11,0,0,0,0,77,1,2
510,483,476,6,4,1,0,2,2,0,0,0,0,399,1,7
511,492,467,23,14,2,2,21,0,9,7,1,0,379,2,7
512,562,420,140,3,0,4,30,136,1,1,0,0,352,2,23
513,87,86,1,0,0,2,12,0,1,1,0,0,52,0,5
514,1287,1219,65,62,0,25,3,3,0,0,0,0,1044,3,7
515,1049,978,64,26,2,8,79,13,25,21,4,0,785,7,23
516,96,85,11,2,0,4,4,9,0,0,0,0,76,0,4
517,27,20,7,1,0,1,2,6,0,0,0,0,22,0,2
518,15,14,1,1,0,1,0,0,0,0,0,0,11,0,0
519,262,219,42,3,2,4,27,11,25,13,7,0,196,1,5
520,171,157,14,5,1,0,27,3,6,1,1,0,104,0,13
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,949,892,51,29,0,6,1,11,0,0,0,0,783,6,5
523,288,250,35,1,0,2,32,14,18,10,4,0,218,3,7
524,347,266,80,11,0,0,32,44,25,17,2,0,268,1,9
525,108,100,8,0,0,0,25,8,0,0,0,0,70,0,2
526,1342,1275,65,57,0,16,0,3,0,0,0,0,1224,2,8
527,1719,1635,79,56,4,36,8,5,3,2,1,0,1457,5,26
528,1289,1248,36,32,2,12,20,3,1,0,1,0,1081,5,16
529,156,145,11,4,0,1,0,7,0,0,0,0,128,0,4
530,1336,1289,46,33,1,4,1,13,0,0,0,0,1201,1,5
531,935,917,16,14,0,2,3,2,0,0,0,0,739,2,17
532,121,118,2,1,0,0,0,0,0,0,0,0,98,1,3
533,465,455,6,0,9,3,16,5,1,0,0,0,337,4,17
534,807,776,28,22,0,8,2,6,0,0,0,0,677,3,5
535,66,62,3,1,0,0,9,1,1,0,1,0,45,1,3
536,447,303,142,48,0,1,0,0,0,0,0,0,299,2,0
537,523,510,12,10,2,12,0,2,0,0,0,0,435,1,7
538,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0
539,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
540,370,360,7,5,0,0,1,2,0,0,0,0,290,3,2
541,103,94,9,1,0,0,9,3,5,2,3,0,88,0,3
542,1883,1348,522,46,4,8,348,291,185,59,95,0,1243,13,36
543,878,712,161,15,1,4,47,144,2,1,0,0,668,5,23
544,658,569,87,27,1,3,54,6,32,19,9,2,479,2,12
545,727,561,164,14,1,1,17,150,0,0,0,0,561,2,17
546,1692,1654,35,35,2,2,2,0,0,0,0,0,1514,3,5
547,325,302,23,5,0,0,24,17,0,0,0,0,224,0,8
548,69,54,15,3,0,1,0,12,0,0,0,0,57,0,1
549,1255,981,269,11,0,5,41,258,0,0,0,0,914,5,23
550,365,314,47,17,2,0,42,5,19,11,8,0,268,4,14
551,127,115,10,3,2,0,18,2,5,2,2,0,80,2,6
552,1448,1351,95,59,0,8,1,3,0,0,0,0,1211,2,5
553,652,626,23,7,1,4,3,16,0,0,0,0,448,3,3
554,707,675,29,2,4,4,79,20,7,4,0,0,547,3,14
555,201,193,8,7,0,5,0,1,0,0,0,0,169,0,0
556,1481,1422,52,43,3,23,10,0,0,0,0,0,1214,7,30
557,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0
558,19,18,1,0,0,0,0,0,0,0,0,0,14,0,0
559,1469,1084,381,135,1,2,0,0,0,0,0,0,1161,4,0
560,614,480,132,4,0,3,41,128,0,0,0,0,447,2,21
561,82,68,14,0,0,0,0,14,0,0,0,0,62,0,3
562,6,5,1,0,0,0,0,1,0,0,0,0,4,0,0
563,1183,1151,30,25,1,7,1,5,0,0,0,0,981,2,8
564,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
565,98,98,0,0,0,0,0,0,0,0,0,0,77,0,0
566,480,469,7,2,2,7,1,2,0,0,0,0,408,4,11
567,548,381,167,13,0,2,79,143,11,0,9,0,367,0,25
568,51,46,5,0,0,1,3,3,0,0,0,0,34,0,0
569,577,567,7,3,0,5,8,1,0,0,0,0,423,3,10
570,437,393,44,3,3,3,55,5,34,26,4,0,281,0,24
571,40,37,3,1,1,0,3,2,0,0,0,0,33,0,0
572,603,556,45,2,1,6,52,31,12,0,10,0,466,2,13
573,638,608,27,2,6,1,34,2,15,5,5,0,465,3,21
574,344,335,7,3,1,1,1,1,1,0,0,0,280,2,6
575,658,520,137,6,1,7,48,131,0,0,0,0,453,1,19
576,319,247,71,1,0,0,22,70,0,0,0,0,213,1,10
577,798,758,35,12,6,2,35,8,15,4,8,0,646,5,19
578,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
579,302,285,14,2,1,1,46,3,9,4,0,0,191,3,12
580,1010,796,212,11,2,5,75,201,0,0,0,0,724,2,24
581,905,589,315,96,1,7,0,1,0,0,0,0,632,1,0
582,1439,1135,294,17,0,1,107,276,1,1,0,0,990,10,44
583,191,178,11,0,0,0,3,1,0,0,0,0,111,2,4
584,834,809,22,15,0,3,13,5,0,0,0,0,677,3,19
585,331,327,3,2,0,1,8,1,0,0,0,0,250,1,15
586,326,282,43,1,2,1,14,38,0,0,0,0,239,1,10
587,1137,897,238,39,0,3,0,0,0,0,0,0,936,2,0
588,655,615,35,7,3,2,18,3,6,3,3,0,531,5,9
589,325,305,19,7,2,0,19,3,9,2,5,0,268,1,3
590,1377,1247,129,22,0,5,24,106,0,0,0,0,1115,1,14
591,1216,752,454,138,0,2,0,0,0,0,0,0,775,10,0
592,2096,1736,350,67,0,6,145,232,51,11,40,0,1656,10,44
593,106,104,1,1,0,2,1,0,0,0,0,0,75,1,1
594,1008,836,161,52,2,6,50,92,7,3,4,0,774,11,13
595,1818,1734,79,71,3,18,14,8,0,0,0,0,1484,5,18
596,11,9,2,0,0,0,2,2,0,0,0,0,10,0,0
597,21,17,4,0,0,0,0,0,0,0,0,0,13,0,1
598,677,650,25,4,0,3,30,21,0,0,0,0,494,2,31
599,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
600,949,863,84,24,1,5,8,60,0,0,0,0,770,2,9
601,1877,1648,224,57,1,31,134,112,55,26,22,1,1585,5,16
602,394,359,35,7,1,5,52,5,16,6,8,0,239,0,18
603,2356,1994,356,17,5,12,115,334,5,3,0,0,1890,6,76
604,21,18,3,1,0,0,2,0,2,1,1,0,15,0,1
605,1108,1047,53,32,0,23,5,21,0,0,0,0,742,8,13
606,370,340,30,11,3,4,18,4,11,5,5,0,285,0,4
607,11,11,0,0,1,0,0,0,0,0,0,0,10,0,0
608,105,103,2,0,2,1,2,0,2,2,0,0,96,0,0
609,216,203,12,0,5,1,7,2,0,0,0,0,151,1,7
610,13,9,4,0,0,0,0,0,0,0,0,0,11,0,1
611,248,226,20,1,0,2,21,2,0,0,0,0,161,2,9
612,933,835,96,39,3,10,70,3,52,16,31,0,750,2,15
613,1080,1030,48,46,2,7,3,1,0,0,0,0,879,2,15
614,54,34,20,2,0,0,5,18,0,0,0,0,26,0,1
615,736,711,25,18,1,5,7,7,0,0,0,0,642,0,10
616,162,142,19,2,0,1,23,3,14,9,2,0,114,1,6
617,330,307,23,5,1,9,20,4,14,5,4,0,267,0,4
618,896,880,13,12,1,3,1,1,0,0,0,0,786,3,3
619,497,460,37,0,8,2,4,3,0,0,0,0,365,0,23
620,139,126,13,1,0,0,8,12,0,0,0,0,125,0,2
621,79,55,24,4,0,0,0,0,0,0,0,0,66,0,0
622,1063,1031,28,13,15,12,29,2,13,5,5,0,833,4,24
623,223,204,19,0,1,0,1,2,0,0,0,0,165,0,9
624,1685,1355,322,45,7,9,101,224,53,35,11,1,1306,8,44
625,1193,1001,189,16,2,9,58,171,2,0,2,0,934,3,19
626,264,251,6,1,1,2,5,4,1,0,0,0,196,7,7
627,877,781,96,16,0,7,7,80,0,0,0,0,771,0,5
628,1480,1288,184,41,2,5,13,142,0,0,0,0,1270,8,15
629,380,352,26,0,1,4,27,3,13,5,2,0,278,2,11
630,1875,1814,57,51,0,7,1,5,0,0,0,0,1615,4,10
631,2406,2352,53,49,0,17,3,4,0,0,0,0,2175,1,10
632,40,38,2,2,0,1,0,0,0,0,0,0,38,0,0
633,375,338,34,21,0,4,8,6,7,3,4,0,265,3,2
634,1733,1627,98,47,8,33,70,5,30,12,14,0,1427,8,25
635,946,847,94,37,2,9,64,14,29,9,18,0,680,5,35
636,250,151,98,36,0,4,0,0,0,0,0,0,155,1,0
637,671,545,123,3,2,1,37,120,0,0,0,0,534,3,22
638,93,88,5,2,0,0,4,2,0,0,0,0,75,0,2
639,658,618,28,1,2,1,6,7,0,0,0,0,504,12,17
640,1322,1147,175,24,4,7,41,151,0,0,0,0,1106,0,24
641,1648,1567,80,34,1,19,19,46,0,0,0,0,1391,1,28
642,82,81,0,0,1,0,0,0,0,0,0,0,60,1,8
643,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
644,600,578,19,12,0,1,6,7,0,0,0,0,511,3,8
645,1285,1254,26,21,0,13,1,3,0,0,0,0,1035,5,8
646,1568,1389,169,49,20,19,180,20,96,44,15,3,1170,10,29
647,230,224,5,0,2,2,19,5,0,0,0,0,180,1,6
648,74,72,2,2,0,0,0,0,0,0,0,0,55,0,0
649,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
650,1407,1265,134,68,21,31,92,17,46,9,32,0,1106,8,24
651,681,562,115,13,1,8,52,93,9,7,2,0,541,4,16
652,1353,1111,235,19,0,3,57,216,0,0,0,0,990,7,32
653,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
654,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0
655,386,355,31,1,6,1,1,2,3,1,0,0,330,0,6
656,774,753,16,14,0,11,12,0,1,1,0,0,590,5,21
657,16,13,3,3,0,0,0,0,0,0,0,0,12,0,1
658,434,401,32,15,3,3,45,4,13,10,3,0,312,1,15
659,1156,910,243,11,3,3,111,231,1,0,0,0,849,3,35
660,810,789,15,12,2,7,14,3,0,0,0,0,619,6,15
661,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0
662,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
663,85,82,3,1,1,2,3,1,0,0,0,0,62,0,3
664,123,102,20,3,0,0,3,17,0,0,0,0,86,1,4
665,694,644,47,1,6,7,51,5,0,0,0,0,402,3,18
666,96,86,10,0,0,1,14,0,2,1,1,0,54,0,5
667,309,304,4,3,2,0,1,1,0,0,0,0,259,1,5
668,442,402,37,4,5,2,2,6,0,0,0,0,291,3,19
669,824,754,67,9,11,10,144,11,47,16,24,0,601,3,25
670,80,71,9,1,0,0,2,3,5,0,0,0,71,0,1
671,801,760,41,39,0,8,0,2,0,0,0,0,683,0,4
672,1413,1207,201,71,6,21,152,10,116,56,45,1,1070,5,21
673,171,164,5,0,0,0,6,2,0,0,0,0,104,2,12
674,596,589,7,6,1,3,7,1,0,0,0,0,539,0,3
675,738,711,26,22,0,3,1,3,0,0,0,0,690,1,3
676,822,805,16,12,0,1,5,4,0,0,0,0,709,1,11
677,628,593,31,1,6,0,39,10,6,0,3,0,411,4,35
678,283,217,64,1,2,2,32,63,0,0,0,0,174,2,13
679,36,33,3,0,0,1,3,3,0,0,0,0,22,0,3
680,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
681,414,268,146,34,0,0,0,0,0,0,0,0,299,0,0
682,999,863,134,12,1,3,59,122,0,0,0,0,876,2,15
683,340,295,44,0,1,2,2,3,0,0,0,0,196,1,12
684,1089,870,212,62,7,2,166,11,123,36,55,1,756,7,47
685,1250,1193,51,12,5,8,86,10,26,21,0,0,950,6,31
686,26,23,2,0,0,1,3,0,2,1,1,0,22,1,0
687,5,4,1,0,0,0,0,0,0,0,0,0,5,0,0
688,386,366,15,2,3,5,38,1,8,3,3,0,249,5,12
689,2290,1949,338,54,3,20,49,283,1,0,0,0,2008,3,41
690,1182,1088,86,15,10,14,122,21,49,22,18,0,881,8,22
691,14,14,0,0,0,0,1,0,0,0,0,0,11,0,0
692,535,482,50,44,2,5,7,1,0,0,0,0,426,3,11
693,253,237,15,0,1,1,1,0,0,0,0,0,189,1,6
694,1015,966,42,4,12,7,82,24,14,9,2,0,738,7,32
695,18,17,1,0,0,0,0,0,0,0,0,0,12,0,1
696,726,688,38,31,0,10,5,1,0,0,0,0,540,0,5
697,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
698,704,635,68,16,0,1,18,52,0,0,0,0,623,1,10
699,360,346,13,1,3,2,9,2,0,0,0,0,249,1,15
700,453,446,5,5,0,1,7,0,0,0,0,0,361,2,11
701,61,61,0,0,0,2,0,0,0,0,0,0,52,0,1
702,204,180,23,0,3,0,22,9,10,8,1,0,148,1,11
703,2287,2233,52,36,1,6,3,15,0,0,0,0,2133,2,8
704,106,106,0,0,0,0,3,0,0,0,0,0,79,0,6
705,71,68,3,2,0,0,0,1,0,0,0,0,56,0,1
706,721,674,37,5,5,2,11,1,3,0,0,0,605,10,11
707,34,27,7,4,0,0,0,0,0,0,0,0,28,0,0
708,455,453,2,0,0,2,14,2,0,0,0,0,392,0,11
709,694,638,50,18,0,4,13,31,0,0,0,0,508,6,3
710,110,101,9,3,0,0,9,4,1,1,0,0,72,0,9
711,193,184,9,0,3,1,3,1,0,0,0,0,144,0,8
712,2341,2270,62,52,5,14,1,6,0,0,0,0,2056,9,7
713,9,8,1,0,0,0,1,1,0,0,0,0,3,0,0
714,838,645,192,18,1,6,101,135,39,15,11,1,629,1,21
715,702,539,161,19,0,1,71,121,21,4,13,0,497,2,22
716,338,263,75,1,0,0,28,74,0,0,0,0,247,0,15
717,602,533,66,22,2,3,69,6,37,20,12,0,445,3,14
718,33,33,0,0,0,1,1,0,0,0,0,0,26,0,2
719,1216,1027,187,36,0,14,151,60,74,16,47,0,1000,2,20
720,92,85,7,0,0,1,0,0,0,0,0,0,67,0,7
721,947,618,323,93,0,1,0,0,0,0,0,0,545,6,0
722,215,214,1,1,0,1,2,0,0,0,0,0,192,0,4
723,552,500,45,14,4,3,43,4,25,19,1,0,413,7,7
724,477,471,6,5,1,6,0,1,0,0,0,0,436,0,0
725,478,465,13,5,2,0,0,1,0,0,0,0,407,0,0
726,977,871,101,30,8,19,95,15,56,27,18,0,708,5,23
727,10,9,1,1,0,0,0,0,0,0,0,0,7,0,0
728,35,33,2,2,0,0,1,0,0,0,0,0,33,0,0
729,1773,1733,35,32,2,13,1,3,0,0,0,0,1542,5,11
730,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
731,1465,1061,398,115,0,4,0,0,0,0,0,0,926,6,3
732,1519,1344,174,23,2,6,11,151,0,0,0,0,1312,1,24
733,1348,1309,38,33,1,6,22,5,0,0,0,0,1031,1,26
734,147,145,2,1,1,0,6,1,0,0,0,0,109,0,6
735,836,783,51,36,0,4,17,15,0,0,0,0,690,2,6
736,1650,1562,81,56,1,36,15,5,0,0,0,0,1357,7,9
737,29,20,9,1,0,0,1,8,0,0,0,0,21,0,0
738,1435,1348,84,40,0,14,11,44,0,0,0,0,1192,3,16
739,738,513,225,71,0,1,0,0,0,0,0,0,498,0,0
740,95,92,3,0,0,0,15,1,2,0,1,0,63,0,3
741,224,181,43,10,0,0,0,0,0,0,0,0,186,0,0
742,8,7,1,0,0,0,0,0,0,0,0,0,5,0,0
743,533,469,63,3,4,5,20,60,0,0,0,0,437,1,8
744,156,156,0,0,1,0,13,0,0,0,0,0,115,0,2
745,243,236,7,0,1,1,5,0,0,0,0,0,172,0,5
746,107,61,46,14,0,0,0,0,0,0,0,0,65,0,0
747,87,82,5,2,0,0,11,2,1,1,0,0,59,0,4
748,167,162,4,3,1,3,0,1,0,0,0,0,131,1,1
749,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
750,1203,1134,66,45,7,12,14,3,0,0,0,0,994,3,19
751,89,83,4,1,1,0,0,3,0,0,0,0,76,2,0
752,17,17,0,0,0,0,2,0,0,0,0,0,12,0,1
753,93,90,2,0,0,2,24,2,0,0,0,0,51,1,3
754,469,359,110,15,0,1,0,0,0,0,0,0,424,0,1
755,1097,1008,85,64,2,34,20,2,17,5,11,0,905,4,15
756,2049,1968,75,39,3,18,1,4,0,0,0,0,1828,6,11
757,576,561,12,2,0,0,60,9,1,0,0,0,401,3,39
758,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0
759,1097,1078,17,11,3,3,11,1,0,0,0,0,864,2,32
760,1904,1877,22,22,16,12,6,0,0,0,0,0,1656,5,24
761,79,65,14,0,0,0,4,14,0,0,0,0,55,0,3
762,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
763,166,154,11,5,0,4,9,0,6,4,1,0,131,1,4
764,35,32,3,1,0,0,2,0,1,1,0,0,28,0,1
765,1083,894,185,5,0,2,69,180,0,0,0,0,886,4,26
766,334,304,28,11,3,5,38,1,16,13,2,0,223,2,12
767,345,294,49,10,0,1,0,0,0,0,0,0,276,2,0
768,261,212,48,10,1,2,4,38,0,0,0,0,178,1,2
769,163,145,18,14,0,1,0,4,0,0,0,0,131,0,2
770,82,55,27,2,0,0,2,25,0,0,0,0,62,0,5
771,306,298,5,1,1,5,5,1,3,2,0,0,275,3,3
772,416,238,177,44,0,1,0,0,0,0,0,0,267,1,0
773,738,702,33,30,0,7,1,3,0,0,0,0,567,3,7
774,970,918,47,43,0,4,0,0,0,0,0,0,807,5,4
775,1352,1003,338,25,1,8,119,299,13,9,3,0,897,11,32
776,1366,1168,195,22,2,7,76,168,5,0,4,1,1125,3,11
777,846,501,340,104,0,1,0,0,0,0,0,0,534,5,0
778,678,617,53,11,2,10,27,6,18,5,8,0,491,8,14
779,341,291,47,13,5,0,34,1,17,13,2,0,222,3,13
780,1039,1018,20,12,0,10,1,8,0,0,0,0,906,1,3
781,49,49,0,0,0,0,0,0,0,0,0,0,35,0,0
782,860,712,143,2,0,2,36,141,0,0,0,0,630,5,30
783,73,55,18,0,0,0,3,18,0,0,0,0,51,0,1
784,947,918,23,11,4,20,44,9,3,1,0,0,740,6,26
785,1958,1885,69,62,0,16,3,6,0,0,0,0,1726,4,4
786,278,211,66,2,0,1,14,64,0,0,0,0,183,1,10
787,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0
788,391,367,21,1,0,0,12,3,0,0,0,0,271,3,12
789,1782,1472,307,28,0,13,74,279,0,0,0,0,1326,3,26
790,1137,1010,120,29,9,25,66,10,40,12,20,0,912,7,27
791,804,774,29,1,2,11,35,2,0,0,0,0,568,1,28
792,1086,1017,68,30,1,5,16,38,0,0,0,0,911,1,13
793,506,407,99,5,0,0,28,94,0,0,0,0,392,0,20
794,1128,951,175,36,1,2,0,1,0,0,0,0,1016,2,2
795,370,366,3,3,1,9,5,0,0,0,0,0,297,1,13
796,429,406,19,0,0,0,7,3,0,0,0,0,309,4,13
797,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
798,942,918,19,13,4,6,11,4,2,0,0,0,690,5,27
799,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0
800,364,287,76,4,0,1,17,72,0,0,0,0,248,1,12
801,32,29,3,1,0,0,0,2,0,0,0,0,20,0,0
802,747,692,53,51,2,4,2,2,0,0,0,0,589,2,14
803,393,367,25,1,1,2,4,0,0,0,0,0,277,1,13
804,241,230,9,1,1,3,3,5,2,0,0,0,165,2,15
805,431,413,18,1,2,2,13,2,0,0,0,0,297,0,17
806,450,434,14,0,2,1,21,14,0,0,0,0,340,2,16
807,309,292,17,0,0,0,28,5,0,0,0,0,185,0,17
808,256,246,8,0,1,1,10,3,2,1,0,0,209,2,8
809,817,784,28,5,3,2,10,7,9,4,1,0,705,5,17
810,565,549,16,14,1,0,0,0,0,0,0,0,528,0,6
811,1184,1107,76,34,1,8,5,42,0,0,0,0,989,1,9
812,1754,1666,87,76,0,4,0,5,0,0,0,0,1615,1,11
813,245,232,11,0,0,0,11,1,0,0,0,0,158,2,10
814,638,629,6,1,5,1,29,2,1,0,0,0,432,3,24
815,782,621,154,38,0,6,192,7,109,38,43,1,474,7,20
816,541,502,36,1,10,2,2,1,0,0,0,0,398,3,18
817,1450,1194,254,16,1,2,74,238,0,0,0,0,1170,2,47
818,68,54,14,0,0,0,2,14,0,0,0,0,57,0,3
819,32,32,0,0,0,0,0,0,0,0,0,0,20,0,0
820,191,172,16,0,1,2,5,1,0,0,0,0,122,3,4
821,27,27,0,0,0,0,3,0,0,0,0,0,16,0,2
822,1579,1548,22,17,8,8,7,5,0,0,0,0,1264,9,35
823,639,524,111,43,4,8,86,5,54,21,22,4,478,4,7
824,1101,1036,60,56,2,12,2,1,0,0,0,0,882,5,8
825,5,4,1,1,0,0,0,0,0,0,0,0,4,0,0
826,399,395,3,0,0,3,3,0,0,0,0,0,265,1,10
827,128,73,55,18,0,1,0,0,0,0,0,0,72,0,0
828,732,562,167,24,0,7,30,138,5,0,1,0,521,3,10
829,1757,1369,376,53,5,24,150,321,2,2,0,0,1092,12,63
830,135,101,33,3,0,0,0,0,0,0,0,0,81,1,0
831,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
832,814,788,26,13,0,4,0,4,0,0,0,0,688,0,8
833,1061,885,174,12,0,4,73,161,1,0,0,0,820,2,32
834,168,156,11,11,0,2,2,0,0,0,0,0,151,1,1
835,1020,974,44,36,1,1,3,8,0,0,0,0,846,2,3
836,304,268,33,12,1,3,27,1,16,9,3,0,234,3,7
837,186,182,4,0,0,1,15,3,1,0,0,0,132,0,8
838,1013,665,348,71,0,1,0,0,0,0,0,0,666,0,1
839,1550,1525,23,23,5,4,6,0,0,0,0,0,1350,2,17
840,853,649,199,17,1,4,35,182,0,0,0,0,618,5,14
841,54,45,8,5,0,0,5,1,2,0,1,0,42,1,1
842,1472,1414,52,47,1,9,3,0,0,0,0,0,1254,6,15
843,32,31,1,1,0,0,0,0,0,0,0,0,21,0,1
844,597,525,68,22,2,4,61,4,37,20,11,0,492,4,8
845,862,725,132,29,2,7,115,7,65,41,19,0,656,5,18
846,173,158,13,0,0,1,4,0,0,0,0,0,132,2,5
847,22,21,1,1,0,0,0,0,0,0,0,0,13,0,1
848,359,261,97,23,0,0,0,0,0,0,0,0,260,1,0
